,WAF
1885,5.3
1886,9.5
1887,5.4
1888,12.3
1889,9.0
1890,8.8
1891,6.2
1892,5.5
1893,4.2
1894,5.3
1895,9.0
1896,7.0
1897,4.7
1898,9.1
1899,6.0
1900,8.3
1901,5.7
1902,6.3
1903,8.7
1904,6.6
1905,5.5
1906,6.3
1907,7.0
1908,6.0
1909,6.4
1910,8.9
1911,10.1
1912,8.0
1913,5.3
1914,5.1
1915,6.1
1916,5.7
1917,5.6
1918,13.6
1919,4.2
1920,4.8
1921,9.2
1922,6.1
1923,7.9
1924,9.4
1925,5.3
1926,5.9
1927,6.0
1928,6.3
1929,6.0
1930,5.5
1931,6.8
1932,6.9
1933,13.3
1934,8.1
1935,4.4
1936,8.8
1937,9.0
1938,8.2
1939,6.4
1940,6.1
1941,9.3
1942,6.2
1943,5.1
1944,5.2
1945,8.9
1946,8.7
1947,4.7
1948,5.5
1949,6.5
1950,8.7
1951,5.6
1952,9.2
1953,5.5
1954,8.4
1955,6.7
1956,5.7
1957,4.7
1958,5.9
1959,6.6
1960,8.9
1961,8.9
1962,6.5
1963,5.8
1964,9.9
1965,6.7
1966,5.5
1967,5.3
1968,5.5
1969,8.8
1970,8.6
1971,8.7
1972,6.4
1973,5.3
1974,5.2
1975,5.8
1976,8.2
1977,4.5
1978,5.3
1979,4.4
1980,8.7
1981,9.9
1982,7.0
1983,8.9
1984,5.2
1985,7.8
1986,5.5
1987,5.4
1988,6.5
1989,8.7
1990,5.4
1991,6.3
1992,8.6
1993,8.0
1994,4.8
1995,5.9
1996,5.6
1997,4.4
1998,6.4
1999,6.5
2000,5.7
2001,9.1
2002,6.2
2003,5.2
2004,5.5
2005,5.5
2006,7.9
2007,4.7
2008,5.6
2009,6.2
2010,12.3
2011,6.0
2012,4.6
2013,5.7
2014,8.8
2015,5.1
2016,5.0
2017,6.1
2018,6.2
2019,9.1
2020,6.0
2021,6.0
2022,6.0
2023,4.6
2024,6.4
2025,6.2
2026,6.0
2027,9.1
2028,6.4
2029,6.3
2030,6.2
2031,5.5
2032,9.2
2033,6.2
2034,6.5
2035,13.6
2036,6.9
2037,5.4
2038,9.1
2039,5.1
2040,4.4
2041,5.1
2042,6.2
2043,5.9
2044,6.7
2045,6.3
2046,5.3
2047,13.3
2048,6.2
2049,4.6
2050,6.3
2051,8.4
2052,6.2
2053,9.3
2054,9.6
2055,7.3
2056,10.1
2057,13.8
2058,9.2
2059,9.5
2060,9.5
2061,5.4
2062,5.3
2063,6.0
2064,7.3
2065,6.0
2066,5.5
2067,6.5
2068,9.8
2069,5.1
2070,6.0
2071,5.0
2072,6.9
2073,6.4
2074,4.5
2075,6.3
2076,9.5
2077,8.9
2078,4.3
2079,6.2
2080,9.1
2081,4.6
2082,6.3
2083,5.7
2084,15.1
2085,5.0
2086,6.9
2087,5.6
2088,5.5
2089,9.1
2090,4.9
2091,8.2
2092,4.6
2093,4.1
2094,4.0
2095,6.1
2096,8.7
2097,8.6
2098,6.4
2099,7.5
2100,9.0
2101,8.4
2102,9.0
2103,8.7
2104,8.3
2105,5.3
2106,5.5
2107,5.7
2108,5.9
2109,6.6
2110,6.0
2111,7.8
2112,9.0
2113,6.7
2114,8.6
2115,4.7
2116,4.7
2117,4.7
2118,4.4
2119,5.7
2120,4.2
2121,6.1
2122,5.1
2123,6.4
2124,4.5
2125,4.3
2126,3.9
2127,5.7
2128,4.1
2129,3.9
2130,9.5
2131,6.2
2132,8.1
2133,6.1
2134,6.0
2135,4.5
2136,6.2
2137,5.1
2138,6.3
